Gene,TE_t0,TE_t1,TE_t2,cluster
SAMSN1,0.29937486407186303,0.36930728424165504,0.597661272185201,2
TRIP10,0.373581736802277,0.45004979507555104,0.604949665992045,2
APEX2,0.343113369682681,0.42661879828606797,0.552764460205451,2
NOP2,0.25872682683000003,0.514660002047618,0.499189377706281,2
BOLA3,0.275485165406677,0.546840106773983,0.531274137384408,2
ARHGAP19,0.267672864212438,0.41033878390281103,0.47622359035653894,2
TOMM70,0.21902596022837698,0.46739778616567,0.499099914006548,2
HOXB4,0.242321699321236,0.44941993628580296,0.47496567829246095,2
MRPL42,0.346330638082753,0.49660872142257506,0.508664978621468,2
PPP2R5D,0.323225561430502,0.46299817750797206,0.50845557497681,2
TTC8,0.359871838120758,0.46031745407350205,0.409294759635066,2
PICALM,0.35237335767904604,0.452823266608269,0.440889990317464,2
FLOT1,0.38023504822428206,0.43085569545146796,0.48492026139015293,2
NSUN4,0.35840286575019203,0.435983865968166,0.46493287410122497,2
ARMCX3,0.38619188474832705,0.45039374788356396,0.46245853910009493,2
COMMD10,0.365739162283516,0.47808523172878004,0.47512875283042794,2
SLC50A1,0.376149151479917,0.49926764293194004,0.45627733579675206,2
COPS2,0.392783406366935,0.580021001244834,0.44963981771760203,2
SNX4,0.376028374073855,0.5559804130576801,0.45502216354241604,2
TPM1,0.35790372688536504,0.5575656832429879,0.433910011772019,2
PRPF38B,0.40868852739087896,0.5093667779073761,0.49525363640307896,2
AURKA,0.397926538454775,0.513379225746529,0.516773703090575,2
DYNC1LI1,0.406191229494407,0.5066900405617849,0.5165251571716389,2
EIF3A,0.364764203130489,0.552215950802337,0.5140702824799429,2
NOC4L,0.388197501888771,0.582160185222809,0.5246148486636389,2
MRPL53,0.0865718926206017,0.52653400284919,0.602604857112329,2
ITGB3BP,0.17166825712283101,0.525053296123931,0.6350944721688101,2
GLUD1,0.201040960200773,0.513448438390901,0.627395861743423,2
WARS2,0.19191641627797498,0.506938355231575,0.5965044286824069,2
BUD31,0.19153926089707698,0.494536262634889,0.6069076982926079,2
NUP35,0.193401115584085,0.519652702561743,0.672882137801276,2
SP140L,0.21491387613821897,0.5681942552926121,0.661235369476862,2
POLD3,0.21986169087923801,0.532546589261607,0.666110184253205,2
OARD1,0.13365928843493302,0.561591573568745,0.7262408504626221,2
NIT2,0.12760180440547,0.561471224079356,0.673984370008886,2
SIKE1,0.16831596774669902,0.6045199670041651,0.637492501119445,2
VPS25,0.13696888551625802,0.5798968428128759,0.640471626588724,2
CCDC34,0.13938527390438502,0.5981486434370551,0.6137241189211421,2
COG6,0.18354451181432002,0.5656035423676811,0.689557234421771,2
WDR36,0.181038377875615,0.6083666531144101,0.683161629143282,2
ALDOC,0.155626819198189,0.6172541697907211,0.7113679104496391,2
NAA10,0.138825675814251,0.624624239181352,0.666856330855222,2
GRHPR,0.242333658750366,0.623366888301865,0.65939866884401,2
MRPS27,0.257856265508626,0.623260656143299,0.613606746936204,2
PPIL1,0.279292195914002,0.5943342275601401,0.57922404120858,2
DDX10,0.226718972321529,0.628423389169302,0.570502724660827,2
RBM18,0.250825141773629,0.619963963365236,0.552924783568438,2
ZNF22,0.293308370579056,0.566713649213367,0.661727098797418,2
RNASEH2A,0.275528151973742,0.581935282743156,0.701606440082232,2
SSR4,0.34406792560375,0.591043213072358,0.667693766607202,2
STYXL1,0.38971846282090394,0.593377125145327,0.6947811924195351,2
LRPAP1,0.346521082996472,0.571260956140064,0.741261717010812,2
TRAP1,0.36450130066889397,0.551670459573014,0.729376633837917,2
MTA3,0.346337896940151,0.6302236155779599,0.7394335316422661,2
CALM2,0.39248369379791403,0.637673731567702,0.733460024762499,2
PSMC4,0.38745868278077,0.6265755081857161,0.7254544357421758,2
ZNF720,-0.15174912017511902,0.0222384813482424,1.29089558288208,2
MRPL45,-0.0591496426460108,0.385505696974326,1.31683286919647,2
NME4,-0.17499531560903303,0.28389798163842894,1.0731400677499898,2
SPA17,-0.338795990780417,0.8383400856866071,1.03062417999897,2
CREM,-0.0898675208738549,0.747608787628234,1.34903474951812,2
SMIM26,0.031669177936575005,0.8180021263584109,1.1557655641278899,2
MTX2,0.331038495103176,0.8152034368333722,0.924824373685796,2
TIMM13,0.33132935613830605,0.743961833175568,0.914301875108254,2
ID2,0.32829340403158197,0.7407467245031841,0.899523909885807,2
RPA3,0.351750807575517,0.901820078034088,1.01122768888562,2
MGST3,0.34730923630750105,0.8532514412023209,0.9971511524495991,2
IFI35,0.394576402251802,0.7787684355844119,0.987345286651125,2
SFXN1,0.41155725966602,0.7838764924904481,1.0193794568961998,2
UQCC1,0.439775953033854,0.770622151199486,1.01530124069475,2
SLIRP,0.40700748138264903,0.7960167311470642,1.05095281907406,2
SUPT4H1,0.386595832383332,0.828001789558879,1.02597790449828,2
TUBA1C,0.15582475107005098,0.9936403349873221,0.9534596395221241,2
GEMIN2,0.2912896197867,1.01826430457984,0.9641960975480959,2
MRPS18B,0.31214941800345897,0.9259236171843709,0.9265517638365022,2
CLTA,0.28119470283473996,0.9703961918553381,0.89581688246044,2
LDHB,0.303857339801754,0.9478152524313149,0.8675037848618381,2
ATP5MG,0.33117326464514396,0.9476162073081792,0.886407480629207,2
UQCC2,0.225595104544734,0.936141747015721,1.02921266210317,2
HDDC3,0.267186721770261,0.9289780618368051,1.1341958263848502,2
APOPT1,0.2611022508075,0.8938115932235401,1.0801177401077802,2
EIF3K,0.34261056522934696,1.02225216925915,1.12320789082581,2
MRPL10,0.37599028963905895,0.9082974896781421,1.17379204348029,2
GTF2H3,0.36123879200578796,0.9218025167457929,1.14975708066966,2
EXOSC1,0.267295000906473,0.6461937437402699,1.24540226848398,2
NOP10,0.31287407292007396,0.637328302045237,1.16257812412806,2
RETN,0.260746629817821,0.757787641202164,1.1722596697811,2
UQCRFS1,0.23973194943462398,0.731470020436918,1.06145124315813,2
OSTC,0.218589701128597,0.765911621384277,1.10360827920497,2
GPALPP1,0.496995371315367,0.8090553865247769,1.1285177074628703,2
RGS10,0.45520274950453604,0.8305973747360791,1.1247916270487601,2
DAD1,0.44293443523411496,0.8110926263970941,1.14606589459777,2
CDC123,0.468445702530246,0.8533648519677,1.0489775867340199,2
MRTO4,0.4162348416667221,0.846145895571485,1.1198195395534498,2
UQCRB,0.439960483195489,0.8671223448282019,1.09541396695855,2
ARPC5L,0.551583400320787,0.7937649031928359,1.20038334890869,2
LGALS1,0.462993786421568,0.776873163383369,1.22187784419906,2
ADH5,0.47446703816240204,0.813744693495172,1.1933118695517,2
SERPINB1,0.510957363306264,0.6938721317478821,1.1996839400052,2
MED11,0.47838770122079105,0.7094546171433341,1.2900629320556598,2
UMAD1,-0.14040457675100598,0.692172873613106,0.875939065960495,2
HDDC2,-0.0017961178620408101,0.654502987270618,0.9462809150775991,2
PSMD8,0.00164319304580925,0.6824146281167089,0.849258255371282,2
TAF12,0.19883376648023102,0.7284601416520259,0.934453766991587,2
SRA1,0.203646499472779,0.7347113969342859,0.984894538047257,2
ELOB,0.0705818281588399,0.7207722909375459,0.9101272186147981,2
EXOSC5,0.14834680956697,0.664810463201131,0.9188909927070649,2
TLR2,0.0967720961443759,0.6838157832121571,1.03406860988311,2
RFXAP,-0.0064563770867611,0.611715686143687,1.05345078310021,2
GEMIN6,0.0988851182263131,0.386903055025006,1.07297730037979,2
NDUFB11,0.143012409546391,0.300804385855097,0.9168123035138441,2
NME6,0.0704331747524139,0.307665157287492,0.958093304384602,2
S100A9,0.0855017821143583,0.353855377087713,0.9286395802206999,2
TMEM97,0.025696938653503996,0.35727636016385705,0.929497032024238,2
C20orf196,0.0193596839888296,0.476930456667485,0.900624152037285,2
DUT,0.0307941241769663,0.5153612920523301,1.04826620106354,2
MAP7,0.0387936937109456,0.45242633042354596,1.01392278384516,2
NDUFA7,0.192662227402219,0.546741562673168,0.928418450262881,2
NDUFS8,0.14306168789595902,0.559393196986241,0.8943673423303679,2
CCDC134,0.16804712766592,0.528775735489906,1.00274722126552,2
COQ7,0.142411454750116,0.542458050421573,1.06450328759433,2
SMYD5,0.176813993726154,0.46800300812672396,0.96555909563475,2
USE1,0.22141856668107604,0.48212090290820897,1.01514784430768,2
BDH1,0.27403892221373105,0.444429262383904,1.07163803232896,2
STOML2,0.29408875604778195,0.44609233313049396,0.9831106294437041,2
ZADH2,0.399165191153418,0.46302015708033,1.04934350203596,2
CLEC12A,0.32486490669147805,0.46546366308100107,1.09516638492782,2
MS4A3,0.34952515110543897,0.4875438683759721,1.10122165740884,2
POP5,0.45806108012965097,0.6245427731136739,0.973178892124196,2
QTRT2,0.445913158111742,0.6351402725126329,1.01444054711523,2
COA7,0.44821291492550797,0.605008136078401,1.00190915513144,2
PSMB3,0.312723561749803,0.5626073937171719,0.934113284738846,2
TRMT112,0.252847800587078,0.6659076030179649,0.937642507825845,2
SRSF9,0.24898523634396102,0.6340228374896141,0.907303414754271,2
TIMM50,0.23948039705236,0.644872051817139,0.862618791976734,2
CYTL1,0.30158559761994,0.695188035996449,0.9754155212711171,2
AAGAB,0.277086517197784,0.6955891008188348,0.9749629013388051,2
FARSA,0.324909035307698,0.656474909494505,0.963131961035103,2
SLC25A5,0.311345977711019,0.676116122045082,0.912144508039827,2
MPI,0.261035345605596,0.6048251153792571,1.02722107492637,2
MED19,0.22684001757734198,0.6142446446683439,1.0410077769655,2
ALDH2,0.372416869553288,0.619778188534365,1.0987943424464102,2
HIBADH,0.34785230365104197,0.5806808028833189,1.0505415788155,2
KLF6,1.02704984819368,0.157443782968509,1.4781329220382802,2
CSF1,1.07041794069132,0.258009731152653,1.49781624236425,2
F13A1,0.8804472064336729,0.44335697984609296,1.28508384302827,2
QSOX1,0.8369701868782661,0.40048556991841494,1.2367385653370901,2
INO80C,0.997036808064637,0.376281026037527,1.25667412186117,2
LYN,0.9553268977151459,0.389487766655765,1.15794961939738,2
PCBP2,0.974314823938216,0.13743221107786502,1.27836571675247,2
NFIX,0.9709441455851581,0.28165321424879103,1.31788199731873,2
CD84,0.9808627325339019,0.309468422979535,1.3550391929477599,2
PARVG,0.542353707933765,0.508064429127303,1.60809757870794,2
CNRIP1,0.6384751285214849,0.52811158538967,1.6206067899748897,2
CAMTA1,0.644503109558765,0.610157628158134,1.54071675643662,2
PLXDC2,0.741374670587733,0.576594953608786,1.5054374683806202,2
SLC2A3,0.745863319157542,0.39284983007847496,1.4991474494935801,2
MLST8,0.617924657886429,0.19704522729518104,1.49277379721729,2
PKLR,0.492742196648364,0.461165927150072,1.2792825427398602,2
FAAP20,0.33979378650415004,0.294194576795289,1.47556433519016,2
CTSH,0.31835908362130605,0.309578167200833,1.3880775817940199,2
CCR2,0.32014756527688804,0.5488603979917079,1.3996675142560902,2
ATP5MPL,0.405660175185912,0.680149942998838,1.4906834130716002,2
ATP6V0E1,0.45241916329763104,0.6520804647146871,1.45613540080477,2
SHKBP1,1.2092765498354,0.0630122954466118,0.80162262373963,2
CBL,1.21791408990975,0.0979183095873734,0.842414954156601,2
MTSS1,1.2134456682772399,0.199754812326888,0.8186411259789659,2
TOM1L2,1.28525549695326,0.15334934410278603,0.7823171357875679,2
DMTN,1.21165973281885,0.157715329991607,0.746292620486811,2
MEN1,1.10052097122075,0.146342629616073,0.7105157011159771,2
TOB2,1.04756217097877,0.0456337945852774,0.7114322277743721,2
RXRA,1.09455929661601,0.0386360159596274,0.792521231750037,2
SEMA4A,1.036971639064,0.010295593649446,0.8054243265198,2
WASF1,0.9545436875229979,0.0320309077946484,0.8497501932956371,2
NRP1,1.0738825693126801,0.15801631515810502,0.929625548817879,2
PLD3,0.9649737156147241,0.261528278377696,0.9428056426219941,2
TCOF1,0.9693770485295041,0.259551594159768,0.898372888573484,2
MARCH5,0.926649091728131,0.288003424564404,0.87040174805902,2
C1orf198,0.9151048905111541,0.254247434095238,0.7975973302381401,2
SRPRA,0.916429673672813,0.23087311089027598,0.8435350630473991,2
NDFIP1,1.05326178927487,0.37965770742284,1.01371163914497,2
HIF1AN,0.933330913693927,0.39540922795637196,0.9820324636285309,2
SEC24D,0.9514445087127091,0.3986327415974671,0.9007402465893809,2
RNF214,0.9104244896918421,0.45438246533342697,0.895415151263348,2
PTOV1,0.8716086377365551,0.443158478801355,0.949285444721711,2
KDSR,0.8802816167353741,0.426056847776451,0.8445969048243521,2
DPM2,0.9800961374720649,0.457516346717385,0.93677301726954,2
NDUFA8,1.01229851652602,0.537626799716547,0.956548050264287,2
C19orf47,0.9895429836520759,0.494702237423459,0.917376817337735,2
RAB5B,0.9964352621614828,0.547127740083774,0.912393940008698,2
GYS1,0.9562047759906129,0.5829135059192629,1.00959008057183,2
DHRS1,0.9575091444130109,0.587272659351477,0.896273454594617,2
GMPR,0.84617835473975,0.311794715096388,0.774426483371045,2
DDI2,0.797317699209478,0.401330209641719,0.7577769888332858,2
HDHD2,0.805403367973951,0.373089940499427,0.7995466597293499,2
LRRFIP1,0.997923668017694,0.38704564898960503,0.7153224739562181,2
GEMIN4,0.9279636284270351,0.39592093445084103,0.760031447919335,2
SCRN1,0.904842420476352,0.36085550460815,0.7131215500045942,2
VARS,0.9389713407034309,0.278441431776958,0.7403470326399719,2
RINT1,0.90230148422686,0.27583768695640304,0.7458784296165609,2
ABHD2,0.911914858395787,0.26479832312752,0.688075383328139,2
PURA,0.888221687839968,0.21927045566962303,0.6729806963438579,2
TMEM164,1.11915824017701,0.287663775233362,0.742930224850315,2
ZNF384,1.08099822667385,0.291647158891971,0.753145403452738,2
EIF4ENIF1,1.12164930442331,0.228428421015401,0.8324545210859341,2
AP2A2,1.07320779154356,0.236600400956423,0.8014942817587709,2
TMEM87B,1.08156286720212,0.431596591004002,0.7497817704717991,2
CASP2,1.16819761493405,0.383140317392819,0.7666242318908479,2
SH3GL1,1.1310911982068899,0.46741698439331203,0.7957165138846579,2
ZFAND5,1.20577152101006,0.45168260856340403,0.780685089996825,2
PIAS1,1.08388390789303,0.43160967225727404,0.870664684445628,2
DCAKD,1.04086085934821,0.39096110238782794,0.9046730780219809,2
GRINA,1.02250142216942,0.422905897393635,0.887529814468873,2
NPTN,1.01934928652245,0.38112799058196595,0.8029321578569799,2
SYNRG,1.03439073004907,0.32780593395642305,0.8164201435041379,2
MAT2A,1.07808171015043,0.32315594540624604,0.814560437238873,2
HDAC10,0.626264891127814,0.0750161181258951,0.9704744945515009,2
TYROBP,0.906447056553075,0.0893523160682436,1.13752240318206,2
GALNS,0.8554410211002679,0.11875740760174601,1.07459190180389,2
MXD1,0.888153831809542,0.156625102025852,0.999514627358443,2
CHP1,0.823869513479847,0.168486168180799,0.9111428481146421,2
CCND3,0.8089542556521709,0.18059766123604398,0.9689846730671,2
TMEM173,0.7549817283532371,-0.0033907377840372397,1.0667649481637902,2
PATL1,0.9100687771895121,-0.0399878740926238,1.01003749517135,2
NTPCR,0.46683668247013005,0.301705203007327,0.943899483599784,2
SRP19,0.5206195575488279,0.308072424699704,1.03185018902225,2
RAB2B,0.508918416751699,0.30299258552242603,1.0833443370648501,2
BAG4,0.520571254574484,0.460450137281845,1.03207282474209,2
HBE1,0.5145341989528229,0.46032618354854704,0.961511665938614,2
LSP1,0.543781417602468,0.375175139681895,0.996060662937225,2
CXCR4,0.5680275309021179,0.41571963251776894,1.0442747673693,2
TMED5,0.661009037511262,0.374185458050858,0.954892607203879,2
VEZF1,0.607180042093349,0.402215373516812,0.8520272392198721,2
CLC,0.50002698838434,0.4106454167359129,0.8976018468022611,2
C16orf87,0.808999020435658,0.357323466684502,0.9545274892593199,2
LYRM2,0.822908984017386,0.362168180303403,1.0473993739936,2
DDA1,0.735535927018823,0.391260907327935,1.11814722635559,2
KLF10,0.795157338956671,0.445462501701083,1.09076224961587,2
CHTF8,0.764869129661027,0.439023467349265,1.0128174956970502,2
TEX261,0.668306328758313,0.273296652153993,1.18867114854803,2
ACTG1,0.639545734172276,0.37524791980902905,1.14116090903508,2
MZT1,0.572599799582598,0.35211228624790997,1.1080479491020903,2
LPCAT2,0.714171277357076,0.46778563516015,0.869318074985269,2
ITGB3,0.6713169176493461,0.44218513643068896,0.834615717566941,2
GSN,0.762172940708205,0.51320013775417,0.8561387056454879,2
LPCAT3,0.7751776095184821,0.48099281683637,0.7954282888734129,2
SP1,0.7920346620310329,0.43121408329563105,0.821613860867495,2
COQ10B,0.732092573961038,0.4429629017823739,0.811513751110428,2
SLC43A3,0.7476152526472901,0.53955244620775,0.6807159587824421,2
IL1RAP,0.751585749435845,0.5236219184903019,0.681936637204698,2
TDRKH,0.805420896486127,0.47259911608974203,0.681579259587712,2
LCMT1,0.8118053957253041,0.44772759567040793,0.658192565071342,2
GNAI2,0.802032593094649,0.44233634230004604,0.666290799093304,2
BROX,0.8107502479717629,0.508181471232752,0.7321307672245879,2
SRP72,0.794369806774134,0.478357473588127,0.718041839813409,2
NCAPH,0.627520283972193,0.533680137355687,0.618402931565895,2
ERMP1,0.628854339227824,0.558721070153509,0.624305924819208,2
PYCR2,0.688627856116419,0.530750602248212,0.6045333656847379,2
KPNB1,0.6874631475252799,0.5172836267287271,0.5985279774174019,2
AEBP2,0.6960628904385141,0.5365158828937661,0.6522811189130789,2
SF3B2,0.669706432760564,0.5303664183866851,0.631586479560421,2
RBPJ,0.7309623707604369,0.48472347423165796,0.608637595858187,2
UBE2Z,0.736289718154998,0.461301607229531,0.6121510095368901,2
DCTN2,0.6764479503939809,0.4456246987693971,0.630213454895552,2
PMPCA,0.6685788091052071,0.46911032652543105,0.6511278154801651,2
HDGF,0.616366046705526,0.476045052719552,0.7329845940206992,2
NSUN2,0.539021167247649,0.487432243571399,0.727119559148859,2
SLC35A1,0.5081243935389279,0.48268755471698405,0.7814666374322471,2
XRCC1,0.530365011849412,0.48278760223689704,0.7900940229746101,2
YKT6,0.6554997749734449,0.37724184860721605,0.7442161632164471,2
NFIA,0.6358629577381391,0.39360561106513103,0.6912561203337372,2
TAF7,0.620374910021412,0.39693160243015707,0.6310541450928651,2
RRS1,0.6105089554847989,0.397205942055195,0.633381571897699,2
TMEM186,0.649884380060636,0.250984277133828,0.7672787022301021,2
PARVB,0.6464114302251199,0.169763998182577,0.7638730520543,2
RNPEP,0.561349302713627,0.264710136509422,0.8379695313170509,2
ERICH1,0.694704709586391,0.263540476121574,0.8691285680962769,2
FLOT2,0.656375181925251,0.277441316559815,0.828868519017095,2
BRI3,0.491765112635363,0.14685994434112898,0.85622484238592,2
MECR,0.39272537137354707,0.220030233565807,0.834388289894011,2
PFAS,0.43085851116253704,0.24943228557858899,0.813764302882894,2
SLC48A1,0.385732509799261,0.267476275641625,0.73385451259873,2
NELFCD,0.427606468075611,0.30816885138987393,0.7253453813665129,2
GGA2,0.46042858071065396,0.19213223612195202,0.7623657903497819,2
C5orf22,0.382735810827312,0.187252230156282,0.7295517802704151,2
GOSR2,0.40582082907363703,0.187294165528,0.7105449699231771,2
MEF2A,0.6496404410488821,-0.0333794266808358,0.48725923506968,2
ZC3H3,0.768069802364825,-0.127035976142965,0.47689220949458794,2
BCKDK,0.7713719177729159,-0.00025359134132287996,0.499408895872359,2
FHOD1,0.75772707412227,-0.069782727513551,0.518311970856943,2
ABTB1,0.6432023025410689,-0.175716043103073,0.480048454246813,2
AHNAK,0.579330226394849,-0.213086619258467,0.499639511101044,2
GSK3B,0.631437193656896,-0.135446963692134,0.373695229548919,2
PTPN18,0.553583764992567,-0.13519825766182303,0.420518116063126,2
SNX27,0.543039648888771,-0.0930617999892941,0.3890221558526599,2
PER2,0.5428572681391489,-0.0623120898474296,0.351905010319848,2
CTNS,0.537976363776127,-0.18484632590972602,0.23113539123019602,2
DLC1,0.629511311300494,-0.207373742162893,0.24987671012260698,2
SLC6A9,0.588476116496687,-0.19803487870219297,0.26663908085185395,2
FAM110A,0.502575799367081,-0.0846456241506914,0.28427073487061894,2
REST,0.492644751796234,0.0156013977019464,0.26313169992138696,2
SEC24A,0.536738361238087,0.0752658683042561,0.261982693475935,2
SNX8,0.375810797355581,0.0264533495178611,0.25501443350901803,2
ARHGAP25,0.39812068980933296,0.0702571154664093,0.25706827208147803,2
ARRB2,0.38571065257381393,0.0680853512265758,0.248743135117629,2
IREB2,0.45600110328000104,-0.0254070963817535,0.28272769946819604,2
INTS3,0.390537687262449,-0.0224487021544806,0.26512183923438604,2
EMILIN2,0.410566956883734,-0.028096182298198998,0.22793467896449898,2
CDK11B,0.580343519085009,-0.0147157189580212,0.19575897011590898,2
NFKB2,0.6350144648821021,-0.0276662430768871,0.212440147507234,2
DNMT1,0.6075723120381761,0.105461362771438,0.158681900184469,2
CPSF1,0.622290347494436,0.0920840601517014,0.103953953693108,2
TMEM39B,0.653279341968933,0.0538409746764139,0.105247820301855,2
COBLL1,0.672962510954712,-0.0143125120498697,0.280498305925887,2
MED12,0.71059448793395,-0.0665317431275618,0.3526877057304829,2
LARP4B,0.669344348359339,0.0137008645406399,0.365262181810315,2
CPT1A,0.672446388141662,-0.0414727970975005,0.399014582128674,2
ELMO2,0.7526892025254649,0.146135585544443,0.29803661373365503,2
MED16,0.7560893916701991,0.0926306443192915,0.30567694527163103,2
PEX14,0.6557782511790861,0.0870145856256311,0.290984190966791,2
TNKS1BP1,0.643543659844497,0.142293041543038,0.30513326206286895,2
PEX12,0.582317073726707,0.0374761686408765,0.33051395515594395,2
PIK3R1,0.546009723063914,0.13377022058528998,0.37254232783946606,2
SCAF11,0.5781154299510279,0.137031965208546,0.321236733189701,2
CCDC6,0.8310756113553649,-0.0401298426840941,0.8364385364377142,2
CRTC3,0.81797848128975,-0.103015316872341,0.7303598143650619,2
UNK,0.7777949536667041,-0.124690739742914,0.642746774532405,2
EFNB1,0.7151062466987009,-0.0797377822773517,0.6356716251372371,2
GID4,0.7159584606838091,-0.0549561088824342,0.63212432973361,2
DNAAF5,0.8522169909116679,0.0680839694149084,0.6356124934727291,2
TMEM127,0.738923784814688,0.0651606211773866,0.6672335698626739,2
PPP1R18,0.664487647710155,-0.285233447630168,0.662994762714495,2
ORAI1,0.5108909498444311,-0.0924349708835086,0.867945981981849,2
KIF1B,0.563364103712397,-0.24499752521552998,0.869374607649566,2
HIST1H2BN,0.414175240893962,-0.14989423443954503,0.6189600423494711,2
IFT27,0.41539761497616795,-0.0608290509187014,0.652986362403947,2
SRPK2,0.392870717563594,-0.0620683868656696,0.631919116945261,2
SPTAN1,0.533676887379622,-0.122729498850706,0.6951935308688391,2
MYCBP,0.48605667797184204,-0.0142314172047247,0.6429880681694511,2
TSPYL4,0.499657342120144,0.0627728528639976,0.651741661431395,2
ELOA,0.556714711840465,0.0579372836717807,0.676444177256892,2
POLR1A,0.8039291653148491,0.20116142865431,0.538353228118887,2
ATF7IP,0.802824562847535,0.147575929638151,0.536800964105104,2
CERS5,0.934308775635543,0.141673853476871,0.549215132175641,2
ZNF512,0.895441318443321,0.196491811164576,0.583379256654522,2
MAP2K7,0.9563220224231379,0.22564938754430103,0.5778122101930289,2
SMG9,0.691913924736979,0.20485436959641698,0.6278817044614821,2
STK38,0.84712991680791,0.20654589035491397,0.629154977453828,2
SIK2,0.794783437726929,0.205346503631636,0.6544243721401629,2
LARP4,0.756972524549246,0.362129007385992,0.672665828271416,2
ARF6,0.7883013275305379,0.303401430930671,0.614997993205934,2
MMP14,0.765337992158544,0.307621840784507,0.634219847560513,2
SGO1,0.685938423218323,0.318520873568362,0.6839667303620501,2
USP30,0.7341108210074471,0.23871841895932297,0.693315628932457,2
BET1,0.812612219488341,0.288105539522348,0.41662136299817293,2
ACP2,0.728554330195317,0.259040369615101,0.452596873674552,2
SMARCD1,0.7695201828665971,0.21681198646129898,0.48679786868740504,2
IKBKG,0.783043080008593,0.307689663460003,0.48935080168633,2
FMR1,0.756499545761954,0.317435732817351,0.31911995811880794,2
KDELC2,0.8987001590245891,0.326847018153644,0.25426077501407196,2
CKB,0.8303728664176129,0.309664159070303,0.243741385092962,2
NOMO1,0.9168356450300509,0.15971621308642903,0.198662713018238,2
PIGS,0.939671642413376,0.20209726325313895,0.2474979159488,2
UBE2O,0.927827633221491,0.263975458554525,0.227932981540445,2
SIN3A,1.0540725663155999,0.195885179545852,0.40949360490228703,2
CITED2,0.9357056306510079,0.213204303905572,0.349644530756691,2
PHF8,0.923747192036478,0.262005523368879,0.47160688423073605,2
PIP4K2C,0.895664905761265,0.272361936844984,0.465207932510307,2
IGF2BP2,0.904308994924723,0.218068811748559,0.431394083053543,2
RAB13,0.871783329309381,0.236710036585076,0.420956679350461,2
NCAPD2,0.607231265713519,0.4330045474722701,0.33638038555151395,2
GLT8D1,0.5374313402099601,0.429552404538376,0.32546090339898803,2
NXF3,0.576974995676157,0.408851051371386,0.32587689358362,2
QRICH1,0.5323037610579501,0.424282631258317,0.40983029677724897,2
CAPRIN1,0.5737595873689461,0.404293944866068,0.37983175211617404,2
UCK2,0.5929895527026939,0.37403616724402206,0.42662814603457794,2
RNF2,0.583512377960236,0.338556310347213,0.450282588390663,2
CPT2,0.5905489308976241,0.34030506967161106,0.46556504960374795,2
SLC9A3R1,0.640342639562114,0.346900330562559,0.377679818401177,2
DCP1A,0.563874385360827,0.340167469965971,0.35487574617152295,2
FANCC,0.585730556913309,0.33212766967296503,0.37618708428665504,2
ELF1,0.6350664349525389,0.427143939943735,0.523803707109621,2
ADSS,0.664285875877572,0.481612937740427,0.5429013071739099,2
NHEJ1,0.6075800053902379,0.47509839615899896,0.5397874626522151,2
GPR107,0.6879163335534539,0.36545650522261003,0.45178493265857705,2
POGLUT1,0.6931400348163411,0.39922901384779796,0.545681253021021,2
HIST1H2BM,0.710435567694073,0.3629173346540929,0.5388780658470801,2
SEC31A,0.684333066259056,0.359525034528606,0.5267731211300151,2
MITF,0.602419626269084,0.277682204631858,0.5692182651521539,2
ADD2,0.628331008808451,0.242832010172488,0.5988916214846379,2
IPO8,0.6477705420844089,0.337134482224646,0.520626320991073,2
PTGS1,0.634288444238766,0.260416243081291,0.520577332633062,2
HOMEZ,0.648070682777747,0.23637469031320496,0.46205990847866796,2
DHCR24,0.595377825581668,0.257491120277821,0.482305292074264,2
GPAT3,0.599186377279243,0.27157952407042196,0.46457341190330603,2
ELOVL1,0.574990932943068,0.327016148100968,0.535669250667693,2
GPATCH4,0.549526912034538,0.308421236841267,0.479445931970077,2
C8orf88,0.542380783650782,0.35336662168111493,0.502404558924358,2
MAP9,0.5389876550877349,0.361183157107885,0.5688442731047181,2
TMEM222,0.546112022392072,0.36561850778110994,0.603089984163348,2
CHTOP,0.562312881928829,0.47041423614688893,0.599746970865822,2
UNC119B,0.5447274710555859,0.473150040036036,0.593705758846887,2
MNS1,0.5263796260920349,0.434296516387289,0.602943501372901,2
PTPN1,0.568885294671363,0.421908565528196,0.599808869117902,2
GMEB1,0.558379723889626,0.101021250265116,0.599326211754264,2
PDXK,0.5597135203240029,0.18928033031311703,0.557499556590138,2
EIF2AK1,0.585423616557095,0.14457356258214402,0.555091180120366,2
EIF1AD,0.500430490753268,0.14925928241643802,0.6651172824382929,2
EFHD2,0.5130428018034121,0.16980960969550699,0.71557573326659,2
SNRPA,0.62020074367064,0.142543782791673,0.6560946157283679,2
ALG11,0.562052705265531,0.190118984855935,0.654400835327287,2
EYA3,0.613737114629538,0.0798100364201695,0.4523685636639821,2
CAD,0.650200538640527,0.149789188629184,0.477069826069807,2
CCDC174,0.5833467071300129,0.16936098627930898,0.47340025356389703,2
MAP7D1,0.676653087209924,0.19346637878977102,0.413513828136961,2
KCNAB2,0.5442275002277039,0.184007686399176,0.41370425485123,2
PCYOX1L,0.546691352830292,0.230054974011201,0.43133263022384205,2
TRIM28,0.446106216611937,0.16200796504070902,0.515837692152567,2
TDG,0.40670171080277706,0.151930428387918,0.4908610354382721,2
ZMYM3,0.46975366079950603,0.11992584259695402,0.527878512466128,2
